fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
hyundai,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.8,7.3,8.7,32,206
hyundai,mid-size,manual,gasolina,asequibles,6,4,2.0,9.8,7.2,8.7,32,204
hyundai,full-size,automático manual,gasolina,asequibles,6,4,1.6,4.3,4.4,4.4,64,103
hyundai,full-size,automático manual,gasolina,asequibles,6,4,1.6,4.2,4.0,4.1,69,96
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.1,8.6,10.0,28,235
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,12.5,9.6,11.2,25,264
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,12.0,9.1,10.7,26,253
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,10.5,7.6,9.2,31,216
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.4,6.7,8.2,34,194
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,10.0,7.2,8.7,32,207
hyundai,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,6.3,5.7,6.0,47,143
hyundai,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,6.0,5.3,5.7,50,137
hyundai,suv - small,automático manual,gasolina,asequibles,7,4,1.6,9.9,8.5,9.3,30,221
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,10.1,7.8,9.0,31,213
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,11.0,9.1,10.2,28,241
hyundai,compact,automático manual,gasolina,asequibles,6,4,1.6,8.3,6.7,7.6,37,180
hyundai,compact,manual,gasolina,asequibles,6,4,1.6,8.9,6.9,8.0,35,188
hyundai,compact,automático con selector de marcha,gasolina,asequibles,6,4,1.6,8.9,7.3,8.2,34,193
hyundai,compact,manual,gasolina,asequibles,6,4,1.6,9.4,7.2,8.4,34,200
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,4,2.0,10.7,8.4,9.6,29,226
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.6,8.8,10.9,26,256
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.3,9.2,10.9,26,257
infiniti,compact,automático con selector de marcha,gasolina premium,premium,7,6,3.5,9.1,7.7,8.5,33,200
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,4,2.0,11.2,8.5,10.0,28,233
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.4,8.8,10.8,26,253
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.5,9.2,11.0,26,259
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.2,9.8,11.7,24,274
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.5,8.4,7.1,7.8,36,184
infiniti,compact,automático manual,gasolina premium,premium,7,4,2.0,9.7,7.1,8.5,33,200
infiniti,compact,automático manual,gasolina premium,premium,7,4,2.0,10.6,8.0,9.4,30,221
infiniti,station wagon - small,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.7,9.8,11.9,24,280
infiniti,suv - small,automático variable,gasolina premium,premium,7,6,3.5,11.9,8.8,10.5,27,246
infiniti,suv - small,automático variable,gasolina premium,premium,7,6,3.5,12.5,9.1,10.9,26,257
infiniti,suv - standard,automático variable,gasolina,premium,7,4,2.5,9.5,8.6,9.1,31,214
infiniti,suv - small,automático con selector de marcha,gasolina premium,premium,7,6,3.7,14.5,10.8,12.8,22,301
infiniti,suv - standard,automático con selector de marcha,gasolina premium,premium,7,8,5.6,17.4,12.2,15.1,19,355
jaguar,suv - small,automático con selector de marcha,gasolina premium,premium,8,6,3.0,13.3,10.0,11.8,24,277
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.9,8.5,10.4,27,242
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,8,5.0,15.6,10.4,13.3,21,311
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,6,8,5.0,15.6,10.4,13.3,21,311
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.4,8.8,10.8,26,253
jaguar,two-seater,manual,gasolina premium,premium,6,6,3.0,15.3,10.0,12.9,22,302
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,6,3.0,13.0,9.2,11.3,25,265
jaguar,compact,automático con selector de marcha,diesel,premium,8,4,2.0,7.8,5.8,6.9,41,186
jaguar,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.8,8.2,10.2,28,238
jaguar,mid-size,automático con selector de marcha,diesel,premium,8,4,2.0,7.8,5.8,6.9,41,186
jaguar,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.0,8.4,10.4,27,243
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.0,9.0,11.8,24,276
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.0,9.4,11.9,24,280
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,8,5.0,15.8,10.3,13.3,21,313
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,11.0,7.8,9.6,29,225
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,11.4,8.3,10.0,28,234
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,11.3,8.4,10.0,28,235
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,11.6,8.6,10.3,27,241
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,11.4,8.7,10.2,28,240
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,12.8,9.0,11.1,25,259
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,12.1,9.4,10.9,26,256
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,12.9,9.9,11.6,24,269
jeep,suv - small,manual,gasolina,asequibles,5,4,2.0,10.3,7.9,9.3,30,216
jeep,suv - small,automático,gasolina,asequibles,6,4,2.4,11.3,8.7,10.1,28,238
jeep,suv - small,manual,gasolina,asequibles,5,4,2.4,10.2,8.3,9.3,30,219
jeep,suv - small,automático,gasolina,asequibles,6,4,2.4,11.7,9.2,10.6,27,249
jeep,suv - small,manual,gasolina,asequibles,5,4,2.4,10.6,8.7,9.8,29,230
jeep,suv - standard,automático,gasolina,asequibles,8,6,3.6,12.7,9.6,11.3,25,265
jeep,suv - standard,automático,gasolina,asequibles,8,8,5.7,16.6,10.7,14.0,20,328
jeep,suv - standard,automático,gasolina premium,asequibles,8,8,6.4,18.3,12.6,15.7,18,368
jeep,suv - small,automático,gasolina,asequibles,6,4,2.4,10.6,7.6,9.3,30,218
jeep,suv - small,manual,gasolina,asequibles,6,4,2.4,10.4,7.3,9.0,31,211
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,10.8,7.8,9.5,30,222
jeep,suv - small,manual,gasolina,asequibles,6,4,2.4,10.8,7.6,9.4,30,221
jeep,suv - small,manual,gasolina,asequibles,6,4,1.4,9.9,7.7,8.9,32,209
jeep,suv - small,automático,ethanol,asequibles,9,4,2.4,14.4,10.2,12.5,23,206
jeep,suv - small,manual,gasolina,asequibles,6,4,1.4,9.9,7.7,8.9,32,211
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,11.2,8.2,9.8,29,230
jeep,suv - small,manual,gasolina,asequibles,6,6,3.6,14.2,11.0,12.8,22,298
jeep,suv - small,automático,gasolina,asequibles,5,6,3.6,14.7,11.7,13.4,21,313
jeep,suv - small,manual,gasolina,asequibles,6,6,3.6,15.0,11.4,13.3,21,312
kia,full-size,automático con selector de marcha,gasolina,asequibles,8,6,3.3,11.5,8.5,10.2,28,237
kia,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,7.9,6.3,7.2,39,170
kia,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.4,7.0,8.3,34,198
kia,mid-size,manual,gasolina,asequibles,6,4,2.0,9.4,6.8,8.3,34,195
kia,full-size,automático manual,gasolina,asequibles,7,4,1.6,9.4,7.9,8.7,32,207
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.7,7.0,8.3,34,197
kia,full-size,manual,gasolina,asequibles,6,4,2.0,9.8,7.3,8.7,32,204
kia,compact,automático manual,gasolina,asequibles,7,4,1.6,9.6,7.4,8.6,33,204
kia,compact,manual,gasolina,asequibles,6,4,1.6,10.1,8.0,9.2,31,216
kia,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.6,7.3,8.6,33,203
kia,compact,manual,gasolina,asequibles,6,4,2.0,9.9,7.6,8.8,32,209
kia,full-size,automático con selector de marcha,gasolina,asequibles,8,6,3.8,13.8,9.3,11.8,24,279
kia,full-size,automático con selector de marcha,gasolina premium,asequibles,8,8,5.0,15.6,10.6,13.3,21,317
kia,station wagon - small,automático manual,gasolina,asequibles,6,4,1.6,4.6,5.1,4.8,59,114
kia,station wagon - small,automático manual,gasolina,asequibles,6,4,1.6,4.5,4.8,4.7,60,110
kia,station wagon - small,automático manual,gasolina,asequibles,6,4,1.6,5.1,5.8,5.4,52,129
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.6,6.8,8.4,34,198
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.3,6.6,8.0,35,190
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,10.9,7.6,9.4,30,224
kia,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,6.0,5.1,5.6,50,132
kia,compact,automático con selector de marcha,gasolina,asequibles,6,4,1.6,8.8,6.5,7.8,36,181
kia,compact,manual,gasolina,asequibles,6,4,1.6,8.8,6.6,7.8,36,181
kia,station wagon - mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.9,7.6,8.9,32,210
kia,minivan,automático con selector de marcha,gasolina,asequibles,6,6,3.3,14.1,10.5,12.5,23,296
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.2,8.3,9.9,29,234
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,12.3,9.4,11.0,26,259
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.5,9.3,10.5,27,246
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,6,3.3,14.0,10.1,12.2,23,289
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,6,3.3,13.2,9.3,11.4,25,270
kia,station wagon - small,automático con selector de marcha,gasolina,asequibles,6,4,1.6,9.4,7.8,8.7,32,205
kia,station wagon - small,manual,gasolina,asequibles,6,4,1.6,9.7,7.8,8.8,32,208
kia,station wagon - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.5,7.8,8.7,32,206
kia,station wagon - small,automático manual,gasolina,asequibles,7,4,1.6,9.1,7.7,8.5,33,199
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,10.4,8.0,9.3,30,220
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,11.9,10.2,11.1,25,263
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.3,9.5,10.5,27,247
lamborghini,two-seater,automático manual,gasolina premium,premium,7,12,6.5,22.2,12.7,17.9,16,428
lamborghini,two-seater,automático manual,gasolina premium,premium,7,12,6.5,23.9,14.5,19.7,14,461
lamborghini,two-seater,automático manual,gasolina premium,premium,7,12,6.5,23.0,13.5,18.7,15,438
land rover,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,12.0,9.2,10.7,26,252
land rover,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,11.3,8.0,9.8,29,231
land rover,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,12.0,8.5,10.4,27,243
lexus,mid-size,automático con selector de marcha,gasolina,premium,6,6,3.5,11.4,7.7,9.7,29,226
lexus,mid-size,automático con selector de marcha,gasolina premium,premium,6,6,3.5,12.4,9.2,11.0,26,257
lexus,mid-size,automático variable,gasolina premium,premium,8,6,3.5,8.0,6.9,7.5,38,176
lexus,suv - standard,automático con selector de marcha,gasolina premium,premium,6,8,4.6,16.0,12.9,14.6,19,341
lexus,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.6,7.3,9.1,31,214
lexus,compact,automático con selector de marcha,gasolina premium,premium,6,6,3.5,12.6,9.2,11.0,26,258
lexus,mid-size,automático con selector de marcha,gasolina premium,premium,8,8,4.6,15.1,10.3,12.9,22,303
lexus,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,5.7,18.2,13.0,15.8,18,372
lexus,suv - small,automático con selector de marcha,gasolina premium,premium,6,4,2.0,10.7,8.5,9.7,29,226
lexus,suv - small,automático con selector de marcha,gasolina premium,premium,6,4,2.0,10.8,8.9,9.9,29,232
lexus,suv - small,automático variable,gasolina,premium,6,4,2.5,7.2,7.9,7.5,38,176
lexus,subcompact,automático con selector de marcha,gasolina premium,premium,6,6,3.5,12.6,9.2,11.0,26,258
lexus,suv - small,automático con selector de marcha,gasolina,premium,8,6,3.5,12.2,9.0,10.8,26,252
lexus,suv - standard,automático variable,gasolina premium,premium,6,6,3.5,7.5,8.4,7.9,36,185
lincoln,full-size,automático con selector de marcha,gasolina,premium,6,6,2.7,14.0,9.5,12.0,24,281
lincoln,full-size,automático con selector de marcha,gasolina,premium,6,6,3.0,14.4,9.7,12.3,23,288
lincoln,full-size,automático con selector de marcha,gasolina,premium,6,6,3.7,14.3,9.7,12.2,23,287
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.0,12.3,9.3,10.9,26,256
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.0,12.1,9.3,10.8,26,254
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.3,13.1,9.4,11.4,25,268
lincoln,suv - standard,automático con selector de marcha,gasolina,premium,6,6,3.5,15.7,11.2,13.7,21,321
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,6,2.7,14.1,9.8,12.1,23,284
lincoln,mid-size,automático con selector de marcha,gasolina,premium,6,4,2.0,11.2,7.6,9.8,29,230
lincoln,mid-size,automático con selector de marcha,gasolina,premium,6,6,3.0,13.4,8.7,11.2,25,264
lincoln,mid-size,automático con selector de marcha,gasolina,premium,6,4,2.0,11.8,8.4,10.2,28,239
lincoln,mid-size,automático con selector de marcha,gasolina,premium,6,6,3.0,14.0,9.2,11.8,24,278
lincoln,suv - standard,automático con selector de marcha,gasolina,premium,6,6,3.5,15.9,12.0,14.2,20,333
lincoln,suv - standard,automático con selector de marcha,gasolina,premium,6,6,3.5,16.1,12.4,14.5,19,339
maserati,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.1,9.8,12.4,23,286
maserati,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.7,10.0,12.4,23,293
maserati,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.7,9.9,12.6,22,295
maserati,subcompact,automático con selector de marcha,gasolina premium,premium,6,8,4.7,18.2,11.4,15.1,19,355
maserati,subcompact,automático con selector de marcha,gasolina premium,premium,6,8,4.7,18.2,11.6,15.2,19,358
maserati,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,16.8,11.9,14.7,19,340
maserati,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,16.8,12.4,14.7,19,346
maserati,full-size,automático con selector de marcha,gasolina premium,premium,8,8,3.8,16.1,10.8,13.8,20,321
maserati,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.9,10.3,13.1,22,300
maserati,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,15.0,10.3,13.1,22,301
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.2,6.9,7.6,37,179
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.8,7.5,8.2,34,192
mazda,suv - small,manual,gasolina,asequibles,6,4,2.0,9.4,7.4,8.5,33,199
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.8,7.7,8.6,33,204
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,10.2,8.3,9.2,31,221
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,10.6,8.4,9.6,29,225
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,11.5,8.9,10.4,27,242
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.4,6.4,7.5,38,176
mazda,compact,manual,gasolina,asequibles,6,4,2.0,8.5,6.2,7.5,38,175
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.8,6.6,7.8,36,182
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.5,6.4,7.6,37,176
mazda,compact,manual,gasolina,asequibles,6,4,2.5,9.3,6.9,8.2,34,194
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.4,6.4,7.5,38,174
mazda,mid-size,manual,gasolina,asequibles,6,4,2.0,8.6,6.4,7.6,37,178
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.0,6.7,7.8,36,183
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.7,6.6,7.8,36,181
mazda,mid-size,manual,gasolina,asequibles,6,4,2.5,9.6,7.0,8.4,34,198
mazda,minivan,automático con selector de marcha,gasolina,asequibles,5,4,2.5,10.8,8.2,9.6,29,226
mazda,minivan,manual,gasolina,asequibles,6,4,2.5,11.1,8.3,9.8,29,230
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.1,6.7,8.0,35,187
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.9,6.7,7.9,36,186
mazda,mid-size,manual,gasolina,asequibles,6,4,2.5,9.8,6.9,8.4,34,196
mazda,two-seater,automático con selector de marcha,gasolina premium,asequibles,6,4,2.0,9.0,6.7,8.0,35,187
mazda,two-seater,manual,gasolina premium,asequibles,6,4,2.0,8.9,7.1,8.1,35,190
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,8,4.0,13.4,9.6,11.7,24,273
mercedes-benz,subcompact,automático con selector de marcha,gasolina premium,premium,7,8,4.0,14.0,10.1,12.2,23,291
mercedes-benz,subcompact,automático con selector de marcha,gasolina premium,premium,7,8,4.0,13.8,10.1,12.1,23,285
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,4,2.0,10.7,7.6,9.3,30,221
mercedes-benz,suv - standard,automático con selector de marcha,gasolina premium,premium,7,8,5.5,20.0,16.6,18.5,15,413
mercedes-benz,suv - standard,automático con selector de marcha,gasolina premium,premium,7,12,6.0,22.2,18.0,20.3,14,467
mercedes-benz,suv - small,automático con selector de marcha,gasolina premium,premium,7,4,2.0,11.3,8.5,10.0,28,233
mercedes-benz,suv - small,automático,gasolina premium,premium,9,6,3.0,17.4,11.1,14.6,19,353
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,13.6,10.1,12.0,24,281
mercedes-benz,suv - standard,automático con selector de marcha,gasolina premium,premium,7,8,5.5,17.3,13.5,15.6,18,363
mercedes-benz,two-seater,automático con selector de marcha,gasolina premium,premium,7,8,4.0,14.5,10.8,12.8,22,303
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,8,5.5,16.4,10.6,13.8,20,322
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,8,5.5,15.3,10.2,13.0,22,305
mercedes-benz,full-size,automático con selector de marcha,gasolina premium,premium,7,12,6.0,17.6,10.9,14.6,19,349
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,12,6.0,17.1,11.0,14.3,20,348
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,12,6.0,18.7,11.6,15.5,18,365
mercedes-benz,two-seater,automático con selector de marcha,gasolina premium,premium,7,12,6.0,17.6,10.8,14.5,19,340
mercedes-benz,two-seater,automático,gasolina premium,premium,9,6,3.0,11.6,8.2,10.1,28,234
mercedes-benz,mid-size,automático con selector de marcha,gasolina premium,premium,7,4,2.0,9.7,6.6,8.3,34,179
mercedes-benz,subcompact,automático,gasolina premium,premium,9,4,2.0,10.8,8.0,9.5,30,222
mercedes-benz,subcompact,automático con selector de marcha,gasolina premium,premium,7,4,2.0,10.4,8.0,9.3,30,218
mercedes-benz,compact,automático con selector de marcha,gasolina premium,premium,7,4,2.0,9.6,6.4,8.1,35,190
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.7,13.6,9.4,11.7,24,275
mercedes-benz,mid-size,automático,gasolina premium,premium,9,4,2.0,10.8,8.1,9.5,30,246
mercedes-benz,mid-size,automático,gasolina premium,premium,9,6,3.0,11.8,8.6,10.4,27,245
mercedes-benz,station wagon - mid-size,automático,gasolina premium,premium,9,6,3.0,12.4,9.3,11.0,26,259
mercedes-benz,suv - standard,automático con selector de marcha,gasolina premium,premium,7,8,4.0,19.0,16.6,17.9,16,401
mercedes-benz,suv - small,automático con selector de marcha,gasolina premium,premium,7,4,2.0,10.3,7.6,9.1,31,212
mercedes-benz,suv - small,automático con selector de marcha,ethanol,premium,7,4,2.0,13.6,10.0,12.0,24,128
mercedes-benz,suv - small,automático,gasolina premium,premium,9,4,2.0,11.1,8.5,10.0,28,233
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,13.1,10.1,11.7,24,276
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,8,4.7,15.3,11.3,13.5,21,318
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,14.4,11.4,13.0,22,306
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,8,4.7,16.7,12.9,15.0,19,347
mercedes-benz,full-size,automático con selector de marcha,gasolina premium,premium,7,12,6.0,18.2,11.0,15.0,19,359
mercedes-benz,special purpose vehicle,automático con selector de marcha,gasolina premium,premium,7,4,2.0,11.1,9.1,10.2,28,240
mercedes-benz,special purpose vehicle,automático con selector de marcha,gasolina premium,premium,7,4,2.0,11.5,9.3,10.5,27,248
mercedes-benz,mid-size,automático,gasolina premium,premium,9,8,4.7,14.3,9.2,12.0,24,280
mercedes-benz,full-size,automático,gasolina premium,premium,9,8,4.7,14.3,9.2,12.0,24,280
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.7,13.9,9.3,11.8,24,276
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.7,14.1,9.3,11.9,24,278
mercedes-benz,full-size,automático con selector de marcha,gasolina premium,premium,7,12,6.0,17.5,10.8,14.5,19,350
mercedes-benz,two-seater,automático,gasolina premium,premium,9,6,3.0,11.5,8.4,10.1,28,237
mercedes-benz,two-seater,automático,gasolina premium,premium,9,8,4.7,13.6,9.5,11.7,24,275
mercedes-benz,two-seater,automático,gasolina premium,premium,9,4,2.0,9.5,7.2,8.5,33,200
mini,subcompact,automático con selector de marcha,gasolina premium,rango_medio,6,3,1.5,8.8,6.8,7.9,36,184
mini,subcompact,manual,gasolina premium,rango_medio,6,3,1.5,8.5,6.2,7.5,38,175
mini,subcompact,manual,gasolina premium,rango_medio,6,3,1.5,8.5,6.3,7.5,38,175
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,6,3,1.5,9.5,7.2,8.4,34,197
mini,mid-size,manual,gasolina premium,rango_medio,6,3,1.5,9.6,7.0,8.4,34,197
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,3,1.5,10.2,7.8,9.1,31,213
mini,mid-size,manual,gasolina premium,rango_medio,6,3,1.5,10.6,7.4,9.1,31,214
mini,minicompact,automático con selector de marcha,gasolina premium,rango_medio,6,3,1.5,8.8,6.8,7.9,36,184
mini,minicompact,manual,gasolina premium,rango_medio,6,3,1.5,8.5,6.3,7.5,38,175
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,3,1.5,10.3,7.9,9.2,31,215
mini,subcompact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,9.3,7.2,8.3,34,196
mini,subcompact,manual,gasolina premium,rango_medio,6,4,2.0,10.2,7.3,8.9,32,210
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.0,7.2,8.7,32,205
mini,mid-size,manual,gasolina premium,rango_medio,6,4,2.0,10.8,7.7,9.4,30,220
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.2,7.4,9.0,31,210
mini,mid-size,manual,gasolina premium,rango_medio,6,4,2.0,11.4,7.8,9.7,29,227
mini,minicompact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,9.4,7.2,8.4,34,196
mini,minicompact,manual,gasolina premium,rango_medio,6,4,2.0,10.2,7.3,8.9,32,210
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.5,7.4,9.1,31,213
mini,mid-size,manual,gasolina premium,rango_medio,6,4,2.0,11.3,7.7,9.7,29,227
mini,minicompact,manual,gasolina premium,rango_medio,6,4,2.0,10.8,7.7,9.4,30,220
mitsubishi,compact,automático variable,gasolina,rango_medio,6,4,2.0,8.7,6.9,7.9,36,183
mitsubishi,compact,manual,gasolina,rango_medio,5,4,2.0,9.7,7.1,8.5,33,200
mitsubishi,compact,automático variable,gasolina,rango_medio,6,4,2.4,9.9,7.7,8.9,32,206
mitsubishi,compact,manual,gasolina,rango_medio,5,4,2.4,10.5,7.8,9.3,30,218
mitsubishi,compact,automático variable,gasolina,rango_medio,6,4,2.4,10.2,7.9,9.2,31,212
mitsubishi,station wagon - small,automático variable,gasolina,rango_medio,6,4,2.0,9.3,7.2,8.4,34,194
mitsubishi,station wagon - small,manual,gasolina,rango_medio,5,4,2.0,9.9,7.3,8.7,32,205
mitsubishi,compact,manual,gasolina,rango_medio,5,3,1.2,7.1,5.8,6.5,43,150
mitsubishi,compact,manual,gasolina,rango_medio,5,3,1.2,7.2,5.9,6.6,43,155
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.4,9.2,7.5,8.4,34,197
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.4,9.8,8.1,9.0,31,211
mitsubishi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,6,3.0,11.9,8.5,10.4,27,242
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.0,9.7,7.8,8.8,32,204
mitsubishi,suv - small,manual,gasolina,rango_medio,5,4,2.0,10.3,8.2,9.3,30,216
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.0,10.1,8.2,9.2,31,213
nissan,two-seater,automático con selector de marcha,gasolina premium,asequibles,7,6,3.7,12.6,9.3,11.1,25,261
nissan,two-seater,automático con selector de marcha,gasolina premium,asequibles,7,6,3.7,13.0,9.7,11.5,25,270
nissan,mid-size,automático variable,gasolina,asequibles,7,6,3.5,10.6,7.3,9.1,31,214
nissan,mid-size,automático variable,gasolina,asequibles,7,4,2.5,8.8,6.5,7.8,36,183
nissan,suv - standard,automático con selector de marcha,gasolina,asequibles,7,8,5.6,17.5,12.9,15.4,18,362
nissan,pickup truck - small,automático,gasolina,asequibles,5,4,2.5,13.5,10.5,12.2,23,286
nissan,pickup truck - small,manual,gasolina,asequibles,5,4,2.5,12.2,10.4,11.4,25,268
nissan,pickup truck - small,automático,gasolina,asequibles,5,6,4.0,14.8,10.6,12.9,22,304
nissan,pickup truck - small,automático,gasolina,asequibles,5,6,4.0,15.8,11.5,13.8,20,326
nissan,pickup truck - small,manual,gasolina,asequibles,6,6,4.0,15.1,11.5,13.5,21,317
